id,lead_code,suggested_action,TARGET,total_due,dpd_bucket,state
346,LDSMFG_100345,ACTION_FIELD,0.38,278255,60-90,Delhi
347,LDSMFG_100346,ACTION_HUMAN_CALL,0.21,304648,60-90,Karnataka
348,LDSMFG_100347,ACTION_BOT,0.71,137874,30-60,Maharashtra
349,LDSMFG_100348,ACTION_HUMAN_CALL,0.57,13155,30-60,UP
350,LDSMFG_100349,ACTION_HUMAN_CALL,0.68,471872,30-60,Tamil Nadu
351,LDSMFG_100350,ACTION_BOT,0.41,306528,180+,Delhi
352,LDSMFG_100351,ACTION_BOT,0.2,379705,60-90,Karnataka
353,LDSMFG_100352,ACTION_HUMAN_CALL,0.59,52254,60-90,UP
354,LDSMFG_100353,ACTION_FIELD,0.68,289062,90-180,Tamil Nadu
355,LDSMFG_100354,ACTION_BOT,0.49,90981,180+,Karnataka
356,LDSMFG_100355,ACTION_DIGITAL,0.58,458929,30-60,UP
357,LDSMFG_100356,ACTION_FIELD,0.73,35306,30-60,Maharashtra
358,LDSMFG_100357,ACTION_HUMAN_CALL,0.27,152718,30-60,Karnataka
359,LDSMFG_100358,ACTION_BOT,0.51,313987,180+,UP
360,LDSMFG_100359,ACTION_FIELD,0.43,125975,60-90,UP
361,LDSMFG_100360,ACTION_DIGITAL,0.63,363745,90-180,Karnataka
362,LDSMFG_100361,ACTION_DIGITAL,0.42,488951,30-60,Delhi
363,LDSMFG_100362,ACTION_BOT,0.0,112512,60-90,UP
364,LDSMFG_100363,ACTION_DIGITAL,0.55,152443,30-60,Tamil Nadu
365,LDSMFG_100364,ACTION_HUMAN_CALL,0.57,475587,60-90,Maharashtra
366,LDSMFG_100365,ACTION_DIGITAL,0.29,378616,30-60,Delhi
367,LDSMFG_100366,ACTION_FIELD,0.44,138121,60-90,Tamil Nadu
368,LDSMFG_100367,ACTION_BOT,0.35,167688,90-180,Tamil Nadu
369,LDSMFG_100368,ACTION_HUMAN_CALL,0.47,370871,180+,Delhi
370,LDSMFG_100369,ACTION_HUMAN_CALL,0.39,380037,30-60,Tamil Nadu
371,LDSMFG_100370,ACTION_BOT,0.47,288076,90-180,Tamil Nadu
372,LDSMFG_100371,ACTION_HUMAN_CALL,0.61,122796,90-180,Tamil Nadu
373,LDSMFG_100372,ACTION_DIGITAL,0.86,296999,30-60,Tamil Nadu
374,LDSMFG_100373,ACTION_FIELD,0.3,197506,60-90,Maharashtra
375,LDSMFG_100374,ACTION_FIELD,0.47,470910,60-90,Delhi
376,LDSMFG_100375,ACTION_DIGITAL,0.1,179088,30-60,UP
377,LDSMFG_100376,ACTION_BOT,0.26,274544,30-60,Maharashtra
378,LDSMFG_100377,ACTION_FIELD,0.35,385002,30-60,Delhi
379,LDSMFG_100378,ACTION_HUMAN_CALL,0.54,178714,60-90,Delhi
380,LDSMFG_100379,ACTION_HUMAN_CALL,0.41,20151,30-60,Maharashtra
381,LDSMFG_100380,ACTION_FIELD,0.34,449623,30-60,Maharashtra
382,LDSMFG_100381,ACTION_HUMAN_CALL,0.58,71690,90-180,Karnataka
383,LDSMFG_100382,ACTION_FIELD,0.47,9499,30-60,Tamil Nadu
384,LDSMFG_100383,ACTION_DIGITAL,0.37,11295,30-60,Tamil Nadu
385,LDSMFG_100384,ACTION_BOT,0.32,388029,30-60,Maharashtra
386,LDSMFG_100385,ACTION_FIELD,0.4,393215,180+,Karnataka
387,LDSMFG_100386,ACTION_DIGITAL,0.73,326184,30-60,Karnataka
388,LDSMFG_100387,ACTION_FIELD,0.72,279327,30-60,Delhi
389,LDSMFG_100388,ACTION_DIGITAL,0.44,427515,30-60,Maharashtra
390,LDSMFG_100389,ACTION_DIGITAL,0.58,148946,30-60,Tamil Nadu
391,LDSMFG_100390,ACTION_BOT,0.23,383480,60-90,Tamil Nadu
392,LDSMFG_100391,ACTION_DIGITAL,0.29,37711,180+,Maharashtra
393,LDSMFG_100392,ACTION_FIELD,0.69,272683,60-90,Maharashtra
394,LDSMFG_100393,ACTION_FIELD,0.64,189423,60-90,Delhi
395,LDSMFG_100394,ACTION_HUMAN_CALL,0.52,459483,30-60,Karnataka
396,LDSMFG_100395,ACTION_FIELD,0.41,184426,30-60,Karnataka
397,LDSMFG_100396,ACTION_BOT,0.45,393207,30-60,Tamil Nadu
398,LDSMFG_100397,ACTION_HUMAN_CALL,0.72,138629,90-180,UP
399,LDSMFG_100398,ACTION_HUMAN_CALL,0.63,305504,60-90,UP
400,LDSMFG_100399,ACTION_BOT,0.33,218090,30-60,Tamil Nadu
401,LDSMFG_100400,ACTION_HUMAN_CALL,0.38,138272,30-60,Maharashtra
402,LDSMFG_100401,ACTION_FIELD,0.69,248548,30-60,Delhi
403,LDSMFG_100402,ACTION_FIELD,0.41,466713,90-180,UP
404,LDSMFG_100403,ACTION_HUMAN_CALL,0.46,183047,60-90,UP
405,LDSMFG_100404,ACTION_BOT,0.42,288501,90-180,Karnataka
406,LDSMFG_100405,ACTION_HUMAN_CALL,0.46,124121,60-90,Maharashtra
407,LDSMFG_100406,ACTION_FIELD,0.4,82505,30-60,Karnataka
408,LDSMFG_100407,ACTION_DIGITAL,0.84,7869,180+,Tamil Nadu
409,LDSMFG_100408,ACTION_BOT,0.46,262186,30-60,Karnataka
410,LDSMFG_100409,ACTION_DIGITAL,0.84,459351,30-60,Tamil Nadu
411,LDSMFG_100410,ACTION_HUMAN_CALL,0.4,317252,90-180,Karnataka
412,LDSMFG_100411,ACTION_FIELD,0.46,117296,30-60,Maharashtra
413,LDSMFG_100412,ACTION_DIGITAL,0.17,99179,60-90,Karnataka
414,LDSMFG_100413,ACTION_BOT,0.32,95272,90-180,Karnataka
415,LDSMFG_100414,ACTION_DIGITAL,0.37,43467,60-90,Maharashtra
416,LDSMFG_100415,ACTION_BOT,0.51,290472,30-60,Tamil Nadu
417,LDSMFG_100416,ACTION_DIGITAL,0.15,358556,60-90,Karnataka
418,LDSMFG_100417,ACTION_DIGITAL,0.55,485047,90-180,UP
419,LDSMFG_100418,ACTION_FIELD,0.48,140059,60-90,Maharashtra
420,LDSMFG_100419,ACTION_BOT,0.32,63871,60-90,Tamil Nadu
421,LDSMFG_100420,ACTION_FIELD,0.35,420615,180+,UP
422,LDSMFG_100421,ACTION_HUMAN_CALL,0.39,133391,180+,Delhi
423,LDSMFG_100422,ACTION_FIELD,0.69,444430,60-90,Tamil Nadu
424,LDSMFG_100423,ACTION_DIGITAL,0.69,497738,30-60,Karnataka
425,LDSMFG_100424,ACTION_BOT,0.14,91416,90-180,Maharashtra
426,LDSMFG_100425,ACTION_HUMAN_CALL,0.35,337415,30-60,Maharashtra
427,LDSMFG_100426,ACTION_BOT,0.73,311208,60-90,UP
428,LDSMFG_100427,ACTION_DIGITAL,0.6,261687,30-60,UP
429,LDSMFG_100428,ACTION_BOT,0.45,206163,90-180,Delhi
430,LDSMFG_100429,ACTION_BOT,0.53,112450,30-60,UP
431,LDSMFG_100430,ACTION_DIGITAL,0.67,176890,180+,UP
432,LDSMFG_100431,ACTION_DIGITAL,0.66,443741,30-60,Maharashtra
433,LDSMFG_100432,ACTION_FIELD,0.3,286974,30-60,Tamil Nadu
434,LDSMFG_100433,ACTION_FIELD,0.45,415645,90-180,Delhi
435,LDSMFG_100434,ACTION_BOT,0.62,405109,60-90,Karnataka
436,LDSMFG_100435,ACTION_DIGITAL,0.66,121381,60-90,Maharashtra
437,LDSMFG_100436,ACTION_DIGITAL,0.43,478125,180+,UP
438,LDSMFG_100437,ACTION_HUMAN_CALL,0.61,52333,60-90,Karnataka
439,LDSMFG_100438,ACTION_FIELD,0.37,139508,60-90,Delhi
440,LDSMFG_100439,ACTION_DIGITAL,0.06,210362,30-60,Maharashtra
441,LDSMFG_100440,ACTION_HUMAN_CALL,0.44,343357,60-90,Karnataka
442,LDSMFG_100441,ACTION_DIGITAL,0.46,404111,30-60,Karnataka
443,LDSMFG_100442,ACTION_FIELD,0.69,155810,60-90,UP
444,LDSMFG_100443,ACTION_FIELD,0.42,297890,90-180,Karnataka
445,LDSMFG_100444,ACTION_DIGITAL,0.34,54377,60-90,Karnataka
446,LDSMFG_100445,ACTION_BOT,0.36,446620,180+,Delhi
447,LDSMFG_100446,ACTION_HUMAN_CALL,0.31,321189,90-180,Karnataka
448,LDSMFG_100447,ACTION_FIELD,0.35,365032,90-180,Maharashtra
449,LDSMFG_100448,ACTION_DIGITAL,0.12,438006,60-90,Karnataka
450,LDSMFG_100449,ACTION_BOT,0.17,374599,60-90,UP
451,LDSMFG_100450,ACTION_BOT,0.59,141672,30-60,Delhi
452,LDSMFG_100451,ACTION_BOT,0.7,230732,30-60,Delhi
453,LDSMFG_100452,ACTION_FIELD,0.39,360323,30-60,Tamil Nadu
454,LDSMFG_100453,ACTION_BOT,0.19,176836,180+,Karnataka
455,LDSMFG_100454,ACTION_HUMAN_CALL,0.68,210615,30-60,UP
456,LDSMFG_100455,ACTION_FIELD,0.45,50714,90-180,Tamil Nadu
457,LDSMFG_100456,ACTION_FIELD,0.35,455051,60-90,Tamil Nadu
458,LDSMFG_100457,ACTION_HUMAN_CALL,0.22,107946,60-90,UP
459,LDSMFG_100458,ACTION_DIGITAL,0.59,376760,60-90,Tamil Nadu
460,LDSMFG_100459,ACTION_DIGITAL,0.7,110983,30-60,Delhi
461,LDSMFG_100460,ACTION_DIGITAL,0.49,471960,90-180,UP
462,LDSMFG_100461,ACTION_FIELD,0.44,192563,180+,Tamil Nadu
463,LDSMFG_100462,ACTION_BOT,0.49,129123,60-90,Delhi
464,LDSMFG_100463,ACTION_FIELD,0.47,416805,90-180,Tamil Nadu
465,LDSMFG_100464,ACTION_HUMAN_CALL,0.44,310628,30-60,Maharashtra
466,LDSMFG_100465,ACTION_HUMAN_CALL,0.17,87989,30-60,Tamil Nadu
467,LDSMFG_100466,ACTION_FIELD,0.72,303356,60-90,Tamil Nadu
468,LDSMFG_100467,ACTION_BOT,0.46,310669,90-180,UP
469,LDSMFG_100468,ACTION_BOT,0.55,183274,30-60,Maharashtra
470,LDSMFG_100469,ACTION_BOT,0.57,168707,60-90,Delhi
471,LDSMFG_100470,ACTION_DIGITAL,0.86,330352,30-60,UP
472,LDSMFG_100471,ACTION_BOT,0.32,300972,180+,Delhi
473,LDSMFG_100472,ACTION_DIGITAL,0.75,416927,90-180,Delhi
474,LDSMFG_100473,ACTION_DIGITAL,0.76,270564,30-60,Maharashtra
475,LDSMFG_100474,ACTION_BOT,0.45,363896,180+,Delhi
476,LDSMFG_100475,ACTION_HUMAN_CALL,0.45,136373,30-60,Delhi
477,LDSMFG_100476,ACTION_FIELD,0.45,443452,60-90,Delhi
478,LDSMFG_100477,ACTION_FIELD,0.48,120294,30-60,Karnataka
479,LDSMFG_100478,ACTION_DIGITAL,0.26,464451,30-60,Karnataka
480,LDSMFG_100479,ACTION_BOT,0.49,452456,30-60,Karnataka
481,LDSMFG_100480,ACTION_HUMAN_CALL,0.32,129019,30-60,Tamil Nadu
482,LDSMFG_100481,ACTION_DIGITAL,0.47,70726,180+,Delhi
483,LDSMFG_100482,ACTION_HUMAN_CALL,0.07,146564,60-90,UP
484,LDSMFG_100483,ACTION_FIELD,0.6,382812,30-60,Tamil Nadu
485,LDSMFG_100484,ACTION_FIELD,0.34,499495,60-90,UP
486,LDSMFG_100485,ACTION_BOT,0.66,273246,60-90,Karnataka
487,LDSMFG_100486,ACTION_BOT,0.45,186408,180+,Delhi
488,LDSMFG_100487,ACTION_HUMAN_CALL,0.3,123015,60-90,Tamil Nadu
489,LDSMFG_100488,ACTION_FIELD,0.38,221386,90-180,Karnataka
490,LDSMFG_100489,ACTION_BOT,0.07,259079,30-60,Maharashtra
491,LDSMFG_100490,ACTION_BOT,0.31,31641,30-60,Maharashtra
492,LDSMFG_100491,ACTION_DIGITAL,0.26,170656,60-90,Karnataka
493,LDSMFG_100492,ACTION_DIGITAL,0.49,168817,60-90,Delhi
494,LDSMFG_100493,ACTION_FIELD,0.69,421309,60-90,Tamil Nadu
495,LDSMFG_100494,ACTION_HUMAN_CALL,0.35,464321,60-90,Maharashtra
496,LDSMFG_100495,ACTION_FIELD,0.39,370890,60-90,Maharashtra
497,LDSMFG_100496,ACTION_BOT,0.36,498415,180+,Tamil Nadu
498,LDSMFG_100497,ACTION_DIGITAL,0.79,450101,180+,UP
499,LDSMFG_100498,ACTION_BOT,0.63,41631,60-90,Maharashtra
500,LDSMFG_100499,ACTION_FIELD,0.42,247289,60-90,Delhi
501,LDSMFG_100500,ACTION_BOT,0.38,77991,60-90,Karnataka
502,LDSMFG_100501,ACTION_FIELD,0.66,9014,30-60,Tamil Nadu
503,LDSMFG_100502,ACTION_BOT,0.15,278237,180+,Karnataka
504,LDSMFG_100503,ACTION_DIGITAL,0.42,23070,30-60,Delhi
505,LDSMFG_100504,ACTION_BOT,0.6,302921,60-90,Delhi
506,LDSMFG_100505,ACTION_BOT,0.38,61958,30-60,Karnataka
507,LDSMFG_100506,ACTION_BOT,0.25,87074,90-180,Delhi
508,LDSMFG_100507,ACTION_HUMAN_CALL,0.18,15729,30-60,Karnataka
509,LDSMFG_100508,ACTION_DIGITAL,0.64,235785,90-180,Tamil Nadu
510,LDSMFG_100509,ACTION_HUMAN_CALL,0.27,181089,30-60,Tamil Nadu
511,LDSMFG_100510,ACTION_FIELD,0.47,202392,180+,Maharashtra
512,LDSMFG_100511,ACTION_DIGITAL,0.66,163823,180+,Tamil Nadu
513,LDSMFG_100512,ACTION_FIELD,0.38,110864,90-180,Karnataka
514,LDSMFG_100513,ACTION_HUMAN_CALL,0.62,398002,60-90,UP
515,LDSMFG_100514,ACTION_FIELD,0.46,214141,30-60,Karnataka
516,LDSMFG_100515,ACTION_DIGITAL,0.64,372654,180+,Tamil Nadu
517,LDSMFG_100516,ACTION_BOT,0.55,59748,90-180,Delhi
518,LDSMFG_100517,ACTION_BOT,0.35,10801,30-60,Karnataka
519,LDSMFG_100518,ACTION_FIELD,0.44,155262,60-90,Delhi
520,LDSMFG_100519,ACTION_DIGITAL,0.23,447905,30-60,UP
521,LDSMFG_100520,ACTION_FIELD,0.34,240362,60-90,Tamil Nadu
522,LDSMFG_100521,ACTION_FIELD,0.43,449209,30-60,UP
523,LDSMFG_100522,ACTION_DIGITAL,0.26,34592,60-90,Karnataka
524,LDSMFG_100523,ACTION_BOT,0.46,277791,60-90,Tamil Nadu
525,LDSMFG_100524,ACTION_FIELD,0.67,144788,30-60,Delhi
526,LDSMFG_100525,ACTION_BOT,0.4,224963,180+,UP
527,LDSMFG_100526,ACTION_FIELD,0.4,485761,90-180,Maharashtra
528,LDSMFG_100527,ACTION_HUMAN_CALL,0.52,253710,60-90,Karnataka
529,LDSMFG_100528,ACTION_FIELD,0.34,225984,180+,Tamil Nadu
530,LDSMFG_100529,ACTION_DIGITAL,0.59,377771,90-180,UP
531,LDSMFG_100530,ACTION_HUMAN_CALL,0.17,337460,60-90,Karnataka
532,LDSMFG_100531,ACTION_DIGITAL,0.51,263067,30-60,Delhi
533,LDSMFG_100532,ACTION_HUMAN_CALL,0.31,269512,60-90,Maharashtra
534,LDSMFG_100533,ACTION_DIGITAL,0.83,82575,90-180,Delhi
535,LDSMFG_100534,ACTION_FIELD,0.36,273799,60-90,UP
536,LDSMFG_100535,ACTION_BOT,0.5,242549,60-90,Tamil Nadu
537,LDSMFG_100536,ACTION_DIGITAL,0.89,75031,180+,Maharashtra
538,LDSMFG_100537,ACTION_DIGITAL,0.58,474645,30-60,Karnataka
539,LDSMFG_100538,ACTION_HUMAN_CALL,0.11,489299,30-60,Karnataka
540,LDSMFG_100539,ACTION_BOT,0.21,92922,90-180,Maharashtra
541,LDSMFG_100540,ACTION_FIELD,0.65,453982,30-60,UP
542,LDSMFG_100541,ACTION_DIGITAL,0.53,129046,30-60,Tamil Nadu
543,LDSMFG_100542,ACTION_FIELD,0.36,411619,180+,Delhi
544,LDSMFG_100543,ACTION_BOT,0.46,37097,60-90,Tamil Nadu
545,LDSMFG_100544,ACTION_DIGITAL,0.8,476873,60-90,Maharashtra
546,LDSMFG_100545,ACTION_FIELD,0.42,147038,60-90,UP
547,LDSMFG_100546,ACTION_HUMAN_CALL,0.23,129862,30-60,Tamil Nadu
548,LDSMFG_100547,ACTION_HUMAN_CALL,0.36,235229,60-90,Karnataka
549,LDSMFG_100548,ACTION_HUMAN_CALL,0.47,123834,60-90,Delhi
550,LDSMFG_100549,ACTION_DIGITAL,0.32,98848,30-60,Delhi
551,LDSMFG_100550,ACTION_BOT,0.59,57921,90-180,UP
552,LDSMFG_100551,ACTION_BOT,0.5,185798,30-60,Delhi
553,LDSMFG_100552,ACTION_BOT,0.28,131141,30-60,Maharashtra
554,LDSMFG_100553,ACTION_HUMAN_CALL,0.21,186372,30-60,Karnataka
555,LDSMFG_100554,ACTION_DIGITAL,0.32,289821,60-90,Karnataka
556,LDSMFG_100555,ACTION_BOT,0.66,60609,180+,Karnataka
557,LDSMFG_100556,ACTION_DIGITAL,0.3,232897,60-90,Karnataka
558,LDSMFG_100557,ACTION_BOT,0.52,454877,30-60,Karnataka
559,LDSMFG_100558,ACTION_BOT,0.44,36024,30-60,Karnataka
560,LDSMFG_100559,ACTION_FIELD,0.76,75313,60-90,Delhi
561,LDSMFG_100560,ACTION_FIELD,0.51,394957,30-60,Tamil Nadu
562,LDSMFG_100561,ACTION_FIELD,0.35,189078,30-60,UP
563,LDSMFG_100562,ACTION_HUMAN_CALL,0.29,362429,90-180,Karnataka
564,LDSMFG_100563,ACTION_BOT,0.52,413554,90-180,UP
565,LDSMFG_100564,ACTION_FIELD,0.66,466243,90-180,Karnataka
566,LDSMFG_100565,ACTION_DIGITAL,0.3,490988,90-180,Maharashtra
567,LDSMFG_100566,ACTION_DIGITAL,0.33,118632,30-60,Delhi
568,LDSMFG_100567,ACTION_FIELD,0.38,478351,90-180,UP
569,LDSMFG_100568,ACTION_HUMAN_CALL,0.45,417724,60-90,Karnataka
570,LDSMFG_100569,ACTION_DIGITAL,0.79,256451,30-60,UP
571,LDSMFG_100570,ACTION_FIELD,0.76,8051,60-90,Delhi
572,LDSMFG_100571,ACTION_DIGITAL,0.4,184819,30-60,Maharashtra
573,LDSMFG_100572,ACTION_DIGITAL,0.72,381836,30-60,Delhi
574,LDSMFG_100573,ACTION_FIELD,0.4,485358,30-60,UP
575,LDSMFG_100574,ACTION_HUMAN_CALL,0.72,92235,180+,Delhi
576,LDSMFG_100575,ACTION_BOT,0.28,452237,90-180,UP
577,LDSMFG_100576,ACTION_FIELD,0.36,202484,60-90,UP
578,LDSMFG_100577,ACTION_FIELD,0.36,194407,30-60,Karnataka
579,LDSMFG_100578,ACTION_HUMAN_CALL,0.61,454395,30-60,Karnataka
580,LDSMFG_100579,ACTION_BOT,0.34,430309,60-90,Delhi
581,LDSMFG_100580,ACTION_FIELD,0.47,467894,60-90,UP
582,LDSMFG_100581,ACTION_DIGITAL,0.71,216810,90-180,Karnataka
583,LDSMFG_100582,ACTION_HUMAN_CALL,0.3,437950,30-60,Tamil Nadu
584,LDSMFG_100583,ACTION_DIGITAL,0.43,208687,60-90,Karnataka
585,LDSMFG_100584,ACTION_HUMAN_CALL,0.44,78523,180+,Karnataka
586,LDSMFG_100585,ACTION_HUMAN_CALL,0.18,241175,30-60,UP
587,LDSMFG_100586,ACTION_DIGITAL,0.72,99476,60-90,Tamil Nadu
588,LDSMFG_100587,ACTION_DIGITAL,0.41,238841,30-60,Tamil Nadu
589,LDSMFG_100588,ACTION_DIGITAL,0.69,284163,30-60,Tamil Nadu
590,LDSMFG_100589,ACTION_DIGITAL,0.71,350757,90-180,Tamil Nadu
591,LDSMFG_100590,ACTION_DIGITAL,0.66,227866,60-90,Karnataka
592,LDSMFG_100591,ACTION_HUMAN_CALL,0.66,91672,60-90,Delhi
593,LDSMFG_100592,ACTION_FIELD,0.8,78847,30-60,Delhi
594,LDSMFG_100593,ACTION_FIELD,0.42,349894,90-180,Karnataka
595,LDSMFG_100594,ACTION_DIGITAL,0.74,215706,30-60,Maharashtra
596,LDSMFG_100595,ACTION_FIELD,0.45,33251,30-60,Maharashtra
597,LDSMFG_100596,ACTION_DIGITAL,0.64,108481,180+,Tamil Nadu
598,LDSMFG_100597,ACTION_HUMAN_CALL,0.55,379710,90-180,Delhi
599,LDSMFG_100598,ACTION_FIELD,0.71,30945,90-180,Tamil Nadu
600,LDSMFG_100599,ACTION_DIGITAL,0.45,357996,60-90,Tamil Nadu
601,LDSMFG_100600,ACTION_DIGITAL,0.4,37217,30-60,UP
602,LDSMFG_100601,ACTION_BOT,0.44,13308,180+,Tamil Nadu
603,LDSMFG_100602,ACTION_BOT,0.6,273093,60-90,Karnataka
604,LDSMFG_100603,ACTION_HUMAN_CALL,0.39,188062,30-60,Tamil Nadu
605,LDSMFG_100604,ACTION_BOT,0.17,399366,30-60,Delhi
606,LDSMFG_100605,ACTION_BOT,0.05,225552,30-60,Karnataka
607,LDSMFG_100606,ACTION_FIELD,0.67,105235,30-60,Karnataka
608,LDSMFG_100607,ACTION_DIGITAL,0.54,79740,30-60,UP
609,LDSMFG_100608,ACTION_DIGITAL,0.53,383496,30-60,Karnataka
610,LDSMFG_100609,ACTION_HUMAN_CALL,0.23,333761,30-60,Maharashtra
611,LDSMFG_100610,ACTION_DIGITAL,0.66,230913,30-60,Karnataka
612,LDSMFG_100611,ACTION_DIGITAL,0.7,284040,30-60,UP
613,LDSMFG_100612,ACTION_DIGITAL,0.47,397942,30-60,UP
614,LDSMFG_100613,ACTION_BOT,0.37,182247,30-60,Tamil Nadu
615,LDSMFG_100614,ACTION_HUMAN_CALL,0.58,143877,30-60,Maharashtra
616,LDSMFG_100615,ACTION_HUMAN_CALL,0.39,10237,60-90,Maharashtra
617,LDSMFG_100616,ACTION_HUMAN_CALL,0.67,25056,60-90,Karnataka
618,LDSMFG_100617,ACTION_BOT,0.14,181615,30-60,UP
619,LDSMFG_100618,ACTION_BOT,0.19,192628,30-60,Delhi
620,LDSMFG_100619,ACTION_FIELD,0.42,119548,180+,Tamil Nadu
621,LDSMFG_100620,ACTION_BOT,0.35,378632,60-90,Delhi
622,LDSMFG_100621,ACTION_BOT,0.76,139415,90-180,Karnataka
623,LDSMFG_100622,ACTION_BOT,0.6,411716,60-90,Tamil Nadu
624,LDSMFG_100623,ACTION_FIELD,0.48,451438,30-60,Tamil Nadu
625,LDSMFG_100624,ACTION_DIGITAL,0.62,34375,60-90,Maharashtra
626,LDSMFG_100625,ACTION_HUMAN_CALL,0.28,145734,60-90,Maharashtra
627,LDSMFG_100626,ACTION_DIGITAL,0.56,21964,30-60,Karnataka
628,LDSMFG_100627,ACTION_FIELD,0.41,118429,60-90,Karnataka
629,LDSMFG_100628,ACTION_DIGITAL,0.57,257764,90-180,UP
630,LDSMFG_100629,ACTION_DIGITAL,0.55,195710,30-60,Tamil Nadu
631,LDSMFG_100630,ACTION_BOT,0.31,471882,30-60,Tamil Nadu
632,LDSMFG_100631,ACTION_FIELD,0.71,221139,30-60,Delhi
633,LDSMFG_100632,ACTION_FIELD,0.33,72215,30-60,UP
634,LDSMFG_100633,ACTION_HUMAN_CALL,0.74,336186,30-60,Delhi
635,LDSMFG_100634,ACTION_DIGITAL,0.43,149356,30-60,Delhi
636,LDSMFG_100635,ACTION_HUMAN_CALL,0.39,208861,30-60,Karnataka
637,LDSMFG_100636,ACTION_FIELD,0.68,482880,180+,UP
638,LDSMFG_100637,ACTION_BOT,0.13,360612,60-90,Tamil Nadu
639,LDSMFG_100638,ACTION_DIGITAL,0.49,459605,60-90,Maharashtra
640,LDSMFG_100639,ACTION_HUMAN_CALL,0.63,14435,30-60,Delhi
641,LDSMFG_100640,ACTION_FIELD,0.81,452556,30-60,Karnataka
642,LDSMFG_100641,ACTION_HUMAN_CALL,0.4,180150,90-180,Karnataka
643,LDSMFG_100642,ACTION_DIGITAL,0.36,345976,30-60,UP
644,LDSMFG_100643,ACTION_FIELD,0.38,56293,30-60,Maharashtra
645,LDSMFG_100644,ACTION_HUMAN_CALL,0.25,494197,90-180,Karnataka
646,LDSMFG_100645,ACTION_DIGITAL,0.27,83781,30-60,UP
647,LDSMFG_100646,ACTION_HUMAN_CALL,0.04,196475,30-60,Tamil Nadu
648,LDSMFG_100647,ACTION_FIELD,0.8,165196,180+,Tamil Nadu
649,LDSMFG_100648,ACTION_HUMAN_CALL,0.85,231507,30-60,Tamil Nadu
650,LDSMFG_100649,ACTION_FIELD,0.44,311063,90-180,Karnataka
651,LDSMFG_100650,ACTION_BOT,0.49,244833,180+,Maharashtra
652,LDSMFG_100651,ACTION_DIGITAL,0.45,257377,30-60,UP
653,LDSMFG_100652,ACTION_DIGITAL,0.54,171319,90-180,UP
654,LDSMFG_100653,ACTION_HUMAN_CALL,0.81,126172,60-90,Maharashtra
655,LDSMFG_100654,ACTION_BOT,0.33,361902,90-180,Karnataka
656,LDSMFG_100655,ACTION_BOT,0.18,489963,30-60,Delhi
657,LDSMFG_100656,ACTION_BOT,0.18,460968,180+,Karnataka
658,LDSMFG_100657,ACTION_FIELD,0.73,323717,60-90,UP
659,LDSMFG_100658,ACTION_FIELD,0.51,64101,60-90,Delhi
660,LDSMFG_100659,ACTION_FIELD,0.47,293790,90-180,UP
661,LDSMFG_100660,ACTION_DIGITAL,0.53,371329,60-90,Delhi
662,LDSMFG_100661,ACTION_DIGITAL,0.13,28049,30-60,Delhi
663,LDSMFG_100662,ACTION_HUMAN_CALL,0.52,215677,30-60,UP
664,LDSMFG_100663,ACTION_DIGITAL,0.22,365260,30-60,Karnataka
665,LDSMFG_100664,ACTION_FIELD,0.32,364523,60-90,Tamil Nadu
666,LDSMFG_100665,ACTION_HUMAN_CALL,0.41,73385,90-180,Delhi
667,LDSMFG_100666,ACTION_HUMAN_CALL,0.34,131131,60-90,Tamil Nadu
668,LDSMFG_100667,ACTION_FIELD,0.32,438374,60-90,Karnataka
669,LDSMFG_100668,ACTION_DIGITAL,0.86,201489,90-180,Delhi
670,LDSMFG_100669,ACTION_DIGITAL,0.57,28289,30-60,Maharashtra
671,LDSMFG_100670,ACTION_HUMAN_CALL,0.35,377370,60-90,UP
672,LDSMFG_100671,ACTION_DIGITAL,0.38,367937,30-60,Delhi
673,LDSMFG_100672,ACTION_BOT,0.13,276967,30-60,Delhi
674,LDSMFG_100673,ACTION_FIELD,0.43,196232,60-90,Karnataka
675,LDSMFG_100674,ACTION_HUMAN_CALL,0.4,309119,30-60,Tamil Nadu
676,LDSMFG_100675,ACTION_BOT,0.53,14540,30-60,Tamil Nadu
677,LDSMFG_100676,ACTION_HUMAN_CALL,0.44,21364,60-90,UP
678,LDSMFG_100677,ACTION_DIGITAL,0.6,402827,60-90,UP
679,LDSMFG_100678,ACTION_DIGITAL,0.28,32663,60-90,Tamil Nadu
680,LDSMFG_100679,ACTION_BOT,0.43,56991,180+,UP
681,LDSMFG_100680,ACTION_HUMAN_CALL,0.28,193751,60-90,Tamil Nadu
682,LDSMFG_100681,ACTION_BOT,0.59,371326,60-90,Tamil Nadu
683,LDSMFG_100682,ACTION_FIELD,0.38,167049,30-60,Maharashtra
684,LDSMFG_100683,ACTION_DIGITAL,0.36,99704,60-90,Karnataka
685,LDSMFG_100684,ACTION_HUMAN_CALL,0.49,54115,30-60,Maharashtra
686,LDSMFG_100685,ACTION_BOT,0.27,358151,60-90,Maharashtra
687,LDSMFG_100686,ACTION_FIELD,0.4,224295,30-60,Maharashtra
688,LDSMFG_100687,ACTION_HUMAN_CALL,0.5,196962,30-60,Maharashtra
689,LDSMFG_100688,ACTION_BOT,0.41,202459,60-90,Karnataka
690,LDSMFG_100689,ACTION_DIGITAL,0.44,154143,60-90,Tamil Nadu
691,LDSMFG_100690,ACTION_DIGITAL,0.77,195347,30-60,Tamil Nadu
